"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0256333418048195,0.717347186833602,-1,-0.0256333418048195
"SNAIL",0.0256333418048195,1,0.30827255187916,-0.0256333418048195,-1
"ZEB",0.717347186833602,0.30827255187916,1,-0.717347186833602,-0.30827255187916
"miR145",-1,-0.0256333418048195,-0.717347186833602,1,0.0256333418048195
"miR200",-0.0256333418048195,-1,-0.30827255187916,0.0256333418048195,1
