"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0050060914450254,0.342654148659603,-1,0.240251251517245
"SNAIL",0.0050060914450254,1,0.171837432253196,-0.0050060914450254,-0.754750861865022
"ZEB",0.342654148659603,0.171837432253196,1,-0.342654148659603,-0.417087944344911
"miR145",-1,-0.0050060914450254,-0.342654148659603,1,-0.240251251517245
"miR200",0.240251251517245,-0.754750861865022,-0.417087944344911,-0.240251251517245,1
