"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.242128485770834,1,-1,-0.242128485770834
"SNAIL",0.242128485770834,1,0.242128485770834,-0.242128485770834,-1
"ZEB",1,0.242128485770834,1,-1,-0.242128485770834
"miR145",-1,-0.242128485770834,-1,1,0.242128485770834
"miR200",-0.242128485770834,-1,-0.242128485770834,0.242128485770834,1
