"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00229969728684462,1,-1,-1
"SNAIL",-0.00229969728684462,1,-0.00229969728684462,0.00229969728684464,0.00229969728684464
"ZEB",1,-0.00229969728684462,1,-1,-1
"miR145",-1,0.00229969728684464,-1,1,1
"miR200",-1,0.00229969728684464,-1,1,1
