"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.000890790451044798,1,-1,-0.000890790451044778
"SNAIL",0.000890790451044798,1,0.000890790451044798,-0.000890790451044798,-1
"ZEB",1,0.000890790451044798,1,-1,-0.000890790451044778
"miR145",-1,-0.000890790451044798,-1,1,0.000890790451044778
"miR200",-0.000890790451044778,-1,-0.000890790451044778,0.000890790451044778,1
