"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00566516608597904,1,-1,0.00566516608597904
"SNAIL",-0.00566516608597904,1,-0.00566516608597904,0.00566516608597904,-1
"ZEB",1,-0.00566516608597904,1,-1,0.00566516608597904
"miR145",-1,0.00566516608597904,-1,1,-0.00566516608597904
"miR200",0.00566516608597904,-1,0.00566516608597904,-0.00566516608597904,1
