"","GRHL2","miR145","miR200","OVOL2","ZEB","OCT4"
"miR200",0.389132917434834,0.325721344891218,0.210762001207654,0.19269557063056,-0.394188514173158,-0.320671584478391
"GRHL2",0.389132917434834,0.325721344891218,0.210762001207654,0.19269557063056,-0.394188514173158,-0.320671584478391
"miR145",0.346305536238618,0.206022848635898,0.176352567544553,0.172660460877097,-0.350273882567024,-0.302121529071927
"OCT4",0,0.0724726004295126,-0.0713101302180192,0,0,-0.0724726004295126
"OVOL2",-0.22756003850103,-0.196658136146523,-0.170874293153764,-0.1601126226666,0.229992451654607,0.19420161830539
"ZEB",-0.394188514173158,-0.329281131043258,-0.213344700659272,-0.194853151058223,0.297700985245413,0.325721344891218
