"","OVOL2","GRHL2","miR145","OCT4","miR200","ZEB"
"miR200",0.692066687474089,0.661879547600324,0.544174394305936,0.512880623572431,0.164897739046263,-0.698010014612926
"GRHL2",0.692066687474089,0.661879547600324,0.544174394305936,0.512880623572431,0.164897739046263,-0.698010014612926
"miR145",0.481814965386575,0.453726952663174,0.29376638321525,0.376210445177384,0.0317377551056758,-0.474266927060939
"OVOL2",0.508804353622787,0.36128240982321,0.305005740343704,0.289782502043542,-0.0977009260718354,-0.378665960718423
"OCT4",-0.540323104749622,-0.512880623572431,-0.468549365798058,-0.440824700406088,-0.175643653415721,0.544174394305936
"ZEB",-0.731346209724137,-0.698010014612926,-0.571570404215963,-0.544174394305936,-0.168966375168676,0.629426831275307
