"","OVOL2","OCT4","GRHL2","miR200","ZEB","miR145"
"miR145",0.456927938135718,0.206500695847473,0.412265458100275,0.105321860159433,-0.415442462638853,-0.313155888044834
"miR200",0.413456574912218,0.387697111934364,0.365771307344671,0.072563430329029,-0.36768383514304,-0.392009681046048
"GRHL2",0.413456574912218,0.387697111934364,0.365771307344671,0.072563430329029,-0.36768383514304,-0.392009681046048
"OVOL2",0.374343659007476,0.22980548255423,0.216176898794965,-0.143500154052368,-0.21709707855101,-0.231903384652132
"ZEB",-0.416519568555062,-0.392009681046048,-0.36768383514304,-0.0713959086591193,0.268727805315321,0.39463062249865
"OCT4",-0.431085535429937,-0.221300218659672,-0.387697111934364,-0.193672260836889,0.392009681046048,0.231051652694089
