"","ZEB","SNAIL","OVOL2","OCT4","miR200","miR145","GRHL2"
"ZEB",-0.0745783216996439,0,-0.021210854203114,-0.00720080601569078,0.0966436696576924,0.00830317103477212,-0.00812674386991122
"SNAIL",-0.0202428738894256,0,0.0527539203308691,0.00758420992897634,-0.166638132794652,0.0267483562033783,0.0418390150865315
"OVOL2",-0.0287650480860585,0,-0.04053158342028,0.0206376371905697,-0.0855507669617152,0.0419573431256602,0.0527539203308691
"OCT4",0,0,0,-0.0724726004295126,0.0713101302180192,-0.0724726004295126,0
"miR200",-0.00812674386991122,0,0.0441158821360749,-0.0109709595574755,-0.0984480213293711,0.00720080601569078,0.0287790789329209
"miR145",0.00448118642807315,0,0.0307267652105854,-0.00932675692457841,-0.00635284307024477,-0.0952131596784511,0.0117296828841577
"GRHL2",-0.00812674386991122,0,0.0441158821360749,-0.0109709595574755,-0.0984480213293711,0.00720080601569078,0.0287790789329209
