"","ZEB","OCT4","OVOL2","miR145","miR200","GRHL2"
"ZEB",-0.0745783216996439,-0.0341196522522344,-0.021210854203114,-0.0122002364222696,-0.00267454066222433,0.00812674386991122
"OVOL2",-0.0287650480860585,0.0234459277940782,-0.04053158342028,0.0535875810126545,-0.0495834076914747,-0.0527539203308691
"miR200",-0.00812674386991122,0.00842853540741315,0.0441158821360749,0.0341196522522344,0.0211603004357959,-0.0287790789329209
"GRHL2",-0.00812674386991122,0.00842853540741315,0.0441158821360749,0.0341196522522344,0.0211603004357959,-0.0287790789329209
"OCT4",0,0.141119465115981,0,0.141119465115981,-0.139395236600998,0
"miR145",0.00448118642807315,0.10307868953794,0.0307267652105854,0.0231016384765517,-0.100949606388325,-0.0117296828841577
