"","GRHL2","miR145","miR200","OVOL2","ZEB","OCT4"
"GRHL2",0.36929604555598,0.309762728613085,0.200737917662077,0.182747886040287,-0.372157424355091,-0.306777103843458
"OCT4",0.306777103843458,0.303535090767083,0.0620622074418588,0.152692584288988,-0.309762728613085,-0.30028461275561
"miR145",0.264360657103567,0.14377037682562,0.135937554893618,0.131520885842908,-0.265582581926097,-0.242508185201983
"OVOL2",0.217887902396511,0.188834544214329,0.0357685534001526,0.0257679184942449,-0.219264605442377,-0.187382150454243
"ZEB",-0.372157424355091,-0.311705615560536,-0.202223854332872,-0.183942260919886,0.27398308647903,0.309762728613085
"miR200",-0.36929604555598,-0.309762728613085,-0.200737917662077,-0.182747886040287,0.372157424355091,0.306777103843458
