"","OVOL2","GRHL2","OCT4","ZEB","miR145","miR200"
"OVOL2",0.278024751607274,0.118048046555186,0.0862274199975632,-0.100664495659972,0.101450658297725,-0.159212304546223
"miR200",0.192377900146233,0.077009865388285,0.00957231108980628,-0.0408793983756831,0.0408660818233116,0.0101016650247508
"GRHL2",0.192377900146233,0.077009865388285,0.00957231108980628,-0.0408793983756831,0.0408660818233116,0.0101016650247508
"ZEB",-0.175849292941456,-0.0408793983756831,-0.0408660818233116,-0.0277037849619359,-0.0134700719132842,0.0148585331001387
"miR145",0.134220445755188,0.0168626113369825,-0.00906244023248787,0.00367736306078312,-0.0915065021946221,-0.0955679186315128
"OCT4",-0.144662611924711,-0.00957231108980628,-0.0577225566482069,0.0408660818233116,-0.0299978912562375,-0.0179440410651832
