"","miR145","GRHL2","OVOL2","miR200","ZEB","OCT4"
"OCT4",0.185769059371895,0.341251695996202,0.169904617775708,0.237107706694115,-0.34217318512263,-0.183665808893884
"miR200",0.34217318512263,0.315104061699788,0.156546281516042,0.119600266451524,-0.314466552433665,-0.341251695996202
"GRHL2",0.34217318512263,0.315104061699788,0.156546281516042,0.119600266451524,-0.314466552433665,-0.341251695996202
"OVOL2",0.102885778145399,0.094803240747519,-0.0306569823580028,-0.0400396837480072,-0.0942539861644532,-0.10186372327719
"ZEB",-0.341716802282625,-0.314466552433665,-0.155968358187203,-0.118998815894298,0.214193988792626,0.34217318512263
"miR145",-0.265048486667822,-0.363140461623068,-0.182045000341911,-0.150216058711414,0.362826252382989,0.162179869341373
