"","ZEB","miR200","OVOL2","GRHL2","miR145","OCT4"
"ZEB",-0.087168149932184,-0.0293424058036668,-0.0268677105179936,-0.0128267073576077,0.00143197025803098,0.00144500976774542
"OVOL2",-0.0747866896545588,-0.0373788974159311,-0.0404233026029676,0.0747938228309622,-0.0674638848160431,-0.0674459540288815
"GRHL2",-0.0128267073576077,0.0294308544150236,0.0269640310728,0.0128415331544943,-0.00144500976774542,-0.00140815020268829
"miR145",-0.00799598371989378,-0.0731267316241792,0.0199893585926935,0.00800762109915597,0.00857503659519899,0.108632408941728
"OCT4",0,-0.0713101302180192,0,0,-0.0724726004295126,-0.0724726004295126
"miR200",0.0128267073576077,-0.0294308544150236,-0.0269640310728,-0.0128415331544943,0.00144500976774542,0.00140815020268829
