"","ZEB","miR200","OVOL2","miR145","OCT4","GRHL2"
"ZEB",-0.0936012765664344,-0.0230505724482757,-0.0215549628068257,-0.00737971852761234,-0.00413288060871809,-0.00339023796172196
"OVOL2",-0.0324139337267054,-0.0541059515908942,-0.0530406775337449,-0.0310443974777112,-0.0253603379474978,0.0383701360235882
"OCT4",-0.00413288060871809,-0.0503982739986634,-0.0121007591505914,-0.119168160316401,-0.115917682304929,0.00874032624085963
"miR200",-0.00339023796172196,0.0284813171855833,0.0270067062088677,0.00413288060871809,0.00874032624085963,0.00779349963703701
"GRHL2",0.00339023796172196,-0.0284813171855833,-0.0270067062088677,-0.00413288060871809,-0.00874032624085963,-0.00779349963703701
"miR145",0.0135420421002203,-0.0812277328506703,0.0106213868459258,0.021173735143582,0.124214469509618,-0.0112029288685201
