"","ZEB","OVOL2","miR145","GRHL2","OCT4","miR200"
"ZEB",-0.0677229279165652,-0.0205950763385311,-0.0134700719132842,-0.00959257735471278,0.0408660818233116,0.096759905757119
"OVOL2",-0.027093951640669,-0.0373253665052056,0.057363788345178,0.0565896360689449,-0.021914622126781,-0.0857880056416157
"miR145",-0.015720498152789,0.0523515279994968,0.0515232241958642,0.0440807914147464,-0.117616167397241,-0.00917965548121363
"miR200",-0.00959257735471278,0.0490096400064178,0.0408660818233116,0.0357601088595312,-0.00957231108980628,-0.098918051874225
"GRHL2",-0.00959257735471278,0.0490096400064178,0.0408660818233116,0.0357601088595312,-0.00957231108980628,-0.098918051874225
"OCT4",0.0408660818233116,-0.0169009922382542,-0.114747735667365,-0.00957231108980628,0.152797448860482,-0.0644532661945325
