"","ZEB","OVOL2","miR145","GRHL2","miR200","OCT4"
"ZEB",-0.0839075319225795,-0.0281499574655871,-0.0244952716503426,-0.0157581919138824,-0.0130439185019691,0.0252385237040654
"OVOL2",-0.0764227300114967,-0.0393436018940697,0.0842605173244342,0.0766866575384245,-0.0465177797382676,-0.0835970781994566
"miR145",-0.0298039651432315,0.0335857107789666,0.0440655827106499,0.0307000433464201,-0.0969519082733333,-0.141713316502962
"miR200",0.0157581919138824,-0.0290553706807672,-0.0252385237040654,-0.0163067463986859,-0.0136984382260094,0.0238747197969515
"GRHL2",0.0157581919138824,-0.0290553706807672,-0.0252385237040654,-0.0163067463986859,-0.0136984382260094,0.0238747197969515
"OCT4",0.0252385237040654,-0.0296631288634718,-0.135178111386542,-0.0238747197969515,0.160125214746706,0.138046180220194
