"","ZEB","miR200","OCT4","GRHL2","miR145","OVOL2"
"ZEB",-0.0938203447245104,-0.0771439817236388,-0.019916804499506,0.0080361736606786,0.0199559230286493,0.0224309072887258
"OVOL2",-0.0327251020914992,-0.0517836990448653,0.0309682540077345,-0.0342587350182415,-0.0342854496326224,-0.0725996957880179
"miR145",-0.0271609896576719,0.110919831710895,-0.182535339058478,-0.0277777707585679,0.0798962111181452,-0.0290996775862359
"miR200",-0.0080361736606786,0.0749150767174473,0.0169311797298783,-0.00716145164437022,-0.019916804499506,-0.0231822076162157
"GRHL2",-0.0080361736606786,0.0749150767174473,0.0169311797298783,-0.00716145164437022,-0.019916804499506,-0.0231822076162157
"OCT4",0.019916804499506,-0.195342524395529,0.144135011613036,0.0169311797298783,-0.148532717157969,0.023586112327748
