"","miR200","ZEB","OVOL2","GRHL2","miR145","OCT4"
"OVOL2",0.130033977525663,-0.0896598324328311,-0.0300602350162914,0.0933191519278022,-0.082030202629909,-0.0784261144104362
"ZEB",-0.126262867295898,-0.062874132975837,-0.0354091203831874,-0.0315151701869298,0.0113730074282004,0.0168626410179774
"miR200",0.127536527299436,-0.0315151701869298,0.0447907424213303,0.0391208039897467,-0.0168626410179774,-0.00945386844149379
"GRHL2",0.127536527299436,-0.0315151701869298,0.0447907424213303,0.0391208039897467,-0.0168626410179774,-0.00945386844149379
"miR145",0.00670699257159037,0.00131897803885996,0.0197224472980323,0.0025097197384006,0.0149539726333588,0.1187979198508
"OCT4",-0.147545876815307,0.0168626410179774,-0.0211478464828118,-0.00945386844149379,-0.108779316245292,-0.101704746455617
