"","miR200","ZEB","OVOL2","miR145","GRHL2","OCT4"
"ZEB",-0.104612497573098,-0.087168149932184,-0.0268677105179936,-0.0217677933090208,-0.0128267073576077,0.0218329908575929
"GRHL2",0.104577118128556,-0.0128267073576077,0.0269640310728,0.0218329908575929,0.0128415331544943,-0.0216486930323073
"miR145",0.114383846659975,-0.00799598371989378,0.0199893585926935,0.0246957645954224,0.00800762109915597,-0.124523647555836
"OCT4",-0.139395236600998,0,0,-0.141119465115981,0,0.141119465115981
"miR200",-0.104577118128556,0.0128267073576077,-0.0269640310728,-0.0218329908575929,-0.0128415331544943,0.0216486930323073
"OVOL2",0.0130996171783823,0.0747866896545588,-0.0890917965233529,-0.0823333752733691,-0.0747938228309622,0.0822437213375613
