"","ZEB","miR145","OVOL2","GRHL2","miR200","OCT4"
"OVOL2",-0.0899758963222689,0.102127797348463,-0.0295493379144917,0.0940917391070609,-0.0391019533258498,-0.09586995262908
"ZEB",-0.0613151772709949,-0.0372882002070673,-0.0354536895989959,-0.0321278672134484,-0.0147287857726316,0.0467940027888902
"miR145",-0.0403703798183789,0.0594083392131117,0.0497510385847096,0.0506229109483684,-0.0899689272374987,-0.143745688610702
"GRHL2",-0.0321278672134484,0.0467940027888902,0.0458370454071254,0.0406823520170066,0.0229191271842714,-0.033930014583951
"miR200",0.0321278672134484,-0.0467940027888902,-0.0458370454071254,-0.0406823520170066,-0.0229191271842714,0.033930014583951
"OCT4",0.0467940027888902,-0.140214780900456,-0.0328079468012451,-0.033930014583951,0.162759737544641,0.158379216846918
