"","OVOL2","OCT4","GRHL2","ZEB","miR145","miR200"
"OVOL2",0.281766760376734,0.0871077629116113,0.122790514309523,-0.101897440623811,0.105199927157622,-0.141907489170596
"miR200",0.200004312551978,0.0107160867721994,0.0862255607169975,-0.0428008016361969,0.0479073879148459,0.0414861043709468
"GRHL2",0.200004312551978,0.0107160867721994,0.0862255607169975,-0.0428008016361969,0.0479073879148459,0.0414861043709468
"ZEB",-0.180123750039938,-0.0479073879148459,-0.0428008016361969,-0.018171170593168,-0.0147218356916095,-0.00453227454607507
"miR145",0.17633210677891,0.000619847661914236,0.0509377815667998,-0.0168518977078448,-0.0704644896874834,0.0142362028584563
"OCT4",0,-0.0724726004295126,0,0,-0.0724726004295126,0.0713101302180192
