"","OVOL2","miR200","OCT4","GRHL2","ZEB","miR145"
"OVOL2",0.356283397447959,0.333940813349968,0.212289359642725,0.197332715013319,-0.197881969596385,-0.213311414510934
"miR145",0.186372722702675,0.170934020325525,-0.157846948082704,0.0614383970766839,-0.061752606316763,0.0549783307562557
"miR200",0.161400082685632,0.14080377228536,0.0563396661300438,0.050494727576824,-0.0511322368429471,-0.0572611552564721
"GRHL2",0.161400082685632,0.14080377228536,0.0563396661300438,0.050494727576824,-0.0511322368429471,-0.0572611552564721
"ZEB",-0.161978006014471,-0.141405222842586,-0.0572611552564721,-0.0511322368429471,-0.0491403267980918,0.0577175380964773
"OCT4",-0.174464836042565,-0.258060087646496,0.116208087701324,-0.0563396661300438,0.0572611552564721,-0.118311338179336
