"","miR200","ZEB","OVOL2","miR145","OCT4","GRHL2"
"OVOL2",0.128196869727399,-0.0882004291215188,-0.0317712509327809,0.0799416465236948,-0.0774851286825615,-0.090632842275096
"ZEB",-0.123302744337804,-0.0674771639180134,-0.0348391125977473,-0.00958361680343688,0.0131434029554776,0.0290103650097315
"miR200",0.12390419489503,-0.0290103650097315,0.0414081744355434,0.0131434029554776,-0.00809364254265044,-0.0340659617480562
"GRHL2",0.12390419489503,-0.0290103650097315,0.0414081744355434,0.0131434029554776,-0.00809364254265044,-0.0340659617480562
"miR145",0.108961873875658,-0.014246447597872,0.0294197409735073,-0.0879490293085832,-0.00814965112744666,-0.0182147939262789
"OCT4",-0.0713101302180192,0,0,0.0724726004295126,-0.0724726004295126,0
