"","GRHL2","OVOL2","ZEB","miR145","OCT4","miR200"
"OVOL2",0.118048046555186,-0.0141867778715479,-0.100664495659972,0.101450658297725,-0.0862274199975632,-0.132209793259125
"GRHL2",0.077009865388285,0.0736372806236291,-0.0408793983756831,0.0408660818233116,-0.00957231108980628,-0.131803766608711
"OCT4",0.00957231108980628,0.0169009922382542,-0.0408660818233116,0.0299978912562375,-0.0577225566482069,-0.148410706182774
"ZEB",-0.0408793983756831,-0.034357758373581,-0.0277037849619359,-0.0134700719132842,0.0408660818233116,0.127735130486298
"miR145",0.0168626113369825,0.0344551452399715,0.00367736306078312,-0.0915065021946221,0.00906244023248787,-0.00917965548121363
"miR200",-0.077009865388285,-0.0736372806236291,0.0408793983756831,-0.0408660818233116,0.00957231108980628,0.131803766608711
