"","miR200","ZEB","miR145","GRHL2","OVOL2","OCT4"
"ZEB",-0.114627130591331,-0.0733163093362265,-0.0362148651431268,0.0264316978635678,0.032970227044543,0.0363843787694144
"miR145",0.146880699986227,-0.0422141874253271,0.0563998064918197,-0.0422258248045893,-0.0375592341061653,-0.156686668224465
"OVOL2",-0.0419939276349607,-0.0388189940987214,0.0389478202132531,-0.0388403936279317,-0.0736818707108768,-0.0397905672098463
"miR200",0.114839407258587,-0.0264316978635678,0.0363843787694144,-0.0268023427857324,-0.033105075821272,-0.0363475192043573
"GRHL2",0.114839407258587,-0.0264316978635678,0.0363843787694144,-0.0268023427857324,-0.033105075821272,-0.0363475192043573
"OCT4",-0.232929917102107,0.0363843787694144,-0.149140700944058,0.0363475192043573,0.0364012590864754,0.147419859643867
