"","ZEB","miR200","OVOL2","OCT4","GRHL2","miR145"
"ZEB",-0.0901188949263156,-0.0827657397318095,-0.025497199301756,-0.0187223345315776,0.00987596236347616,0.0190222432550096
"OVOL2",-0.0731428183896476,0.104921228509469,-0.0413965920322698,0.080890364475666,-0.0730643534492096,-0.0805496795195965
"miR145",-0.0246027990493722,0.116318586594527,0.0293686243794334,-0.187683206896798,-0.0241954907751956,0.0883716750551453
"miR200",-0.00987596236347616,0.0830487752881512,0.0250926529715691,0.0194226662676631,-0.00971287859772376,-0.0187223345315776
"GRHL2",-0.00987596236347616,0.0830487752881512,0.0250926529715691,0.0194226662676631,-0.00971287859772376,-0.0187223345315776
"OCT4",0.0187223345315776,-0.202455814407561,-0.0284607278449035,0.151765738133646,0.0194226662676631,-0.150809715189095
