"","miR200","OVOL2","miR145","GRHL2","ZEB","OCT4"
"OVOL2",0.369904733787569,0.361609892769597,0.218927446972902,0.203103524577657,-0.203681311866337,-0.216757821726354
"miR200",0.173901973702649,0.167515305206822,0.0636750509159517,0.0570830368755356,-0.0558821473277224,-0.0592150435440386
"GRHL2",0.173901973702649,0.167515305206822,0.0636750509159517,0.0570830368755356,-0.0558821473277224,-0.0592150435440386
"ZEB",-0.173548179257222,-0.167515305206822,-0.0620972702405051,-0.0558821473277224,-0.0428681740916657,0.0636750509159517
"OCT4",-0.139395236600998,0,-0.141119465115981,0,0,0.141119465115981
"miR145",-0.0437934793619617,-0.152478748460279,0.0752359013119611,-0.0378764230985345,0.0369337953782971,-0.1786782421037
