"","ZEB","OVOL2","GRHL2","miR200","OCT4","miR145"
"ZEB",-0.0745783216996439,-0.021210854203114,-0.00812674386991122,-0.00510372887205244,0.00720080601569078,0.00830317103477212
"OVOL2",-0.0287650480860585,-0.04053158342028,0.0527539203308691,-0.0484376046903608,-0.0206376371905697,0.0419573431256602
"miR200",-0.00812674386991122,0.0441158821360749,0.0287790789329209,0.0243324569810211,0.0109709595574755,0.00720080601569078
"GRHL2",-0.00812674386991122,0.0441158821360749,0.0287790789329209,0.0243324569810211,0.0109709595574755,0.00720080601569078
"miR145",-0.00448118642807315,-0.0307267652105854,-0.0117296828841577,-0.00397491640333204,-0.128558369188622,0.0143873995959655
"OCT4",0,0,0,0.0713101302180192,-0.0724726004295126,0.0724726004295126
