"","ZEB","miR200","miR145","OVOL2","GRHL2","OCT4"
"ZEB",-0.0766529824991994,-0.0368622543958915,-0.0325492990852465,-0.0309199638941887,-0.0225601828389338,0.0332925511389693
"GRHL2",-0.0225601828389338,0.0371983591190474,0.0332925511389693,0.0314786231120657,0.0237017691992007,-0.0332556915739122
"miR145",-0.0175053915146911,0.0363891680020393,0.0359127465499984,0.0241906682901068,0.0184014697178797,-0.135855374203469
"OCT4",0,-0.139395236600998,-0.141119465115981,0,0,0.141119465115981
"miR200",0.0225601828389338,-0.0371983591190474,-0.0332925511389693,-0.0314786231120657,-0.0237017691992007,0.0332556915739122
"OVOL2",0.0376830198042415,-0.0732701389513311,-0.0379083207468865,-0.0729508287651266,-0.0379612136839761,0.0396117455272344
