"","OVOL2","ZEB","GRHL2","miR200","miR145","OCT4"
"OVOL2",0.256837085044785,-0.0896598324328311,0.0933191519278022,-0.156373573794037,0.082030202629909,-0.0784261144104362
"ZEB",-0.147516471581779,-0.062874132975837,-0.0315151701869298,-0.0119256075857793,-0.0113730074282004,0.0168626410179774
"miR200",0.150791370445197,-0.0315151701869298,0.0391208039897467,0.0188069095493385,0.0168626410179774,-0.00945386844149379
"GRHL2",0.150791370445197,-0.0315151701869298,0.0391208039897467,0.0188069095493385,0.0168626410179774,-0.00945386844149379
"miR145",-0.110049100611966,-0.00131897803885996,-0.0025097197384006,0.0879502880348517,0.0149539726333588,-0.1187979198508
"OCT4",-0.124418238564015,0.0168626410179774,-0.00945386844149379,-0.0409223879224611,0.108779316245292,-0.101704746455617
