"","miR200","ZEB","OCT4","miR145","GRHL2","OVOL2"
"ZEB",-0.0910504798685532,-0.0790793437659452,-0.0101254064350676,-0.00823467752647456,0.0195578380288607,0.0291566471159772
"OVOL2",-0.0470385167611561,-0.036549435605792,0.0311523087341264,0.0313854089672266,-0.0377121433595547,-0.0727446907473724
"miR200",0.0922887604275484,-0.0195578380288607,0.00787697296658252,0.0101254064350676,-0.0218261849525078,-0.0306785118819182
"GRHL2",0.0922887604275484,-0.0195578380288607,0.00787697296658252,0.0101254064350676,-0.0218261849525078,-0.0306785118819182
"miR145",-0.00972044268149629,-0.00104413519619969,0.0101322477372682,-0.0878023477876888,-0.00263845615511974,-0.0152966376253493
"OCT4",-0.122607567845643,0.0101254064350676,-0.04364599675947,-0.0419251554592788,0.00787697296658252,0.0208935609208392
