"","miR145","miR200","GRHL2","OVOL2","ZEB","OCT4"
"miR200",0.29409898885541,0.275385061325656,0.265756167045201,-0.131803809592631,-0.266186115154912,-0.292882623208525
"GRHL2",0.29409898885541,0.275385061325656,0.265756167045201,-0.131803809592631,-0.266186115154912,-0.292882623208525
"OVOL2",0.0898097619869791,-0.00698996958044032,0.0822262900003916,-0.0926113757512507,-0.0822476895296019,-0.0896483849025251
"OCT4",-0.141119465115981,-0.139395236600998,0,0,0,0.141119465115981
"ZEB",-0.294737924831417,-0.275933442716068,-0.266186115154912,0.131957922480321,0.166396966273451,0.29409898885541
"miR145",-0.158850872760217,-0.148071280867071,-0.251680002696854,0.125222915461133,0.252017486695458,0.0579329152157536
