"","miR200","ZEB","OCT4","GRHL2","miR145","OVOL2"
"ZEB",-0.0994187707547935,-0.0730824274595614,-0.0342234305992475,-0.0258736023681578,0.0316024891466461,0.0341362713278545
"miR145",0.130051724608004,-0.0350692315621884,-0.185202572979083,0.0382462361007663,0.0785473807817222,-0.0412200487682276
"miR200",0.0982512490848837,-0.0258736023681578,0.029910861487563,0.027786130166527,-0.0342234305992475,-0.0371992649706979
"GRHL2",0.0982512490848837,-0.0258736023681578,0.029910861487563,0.027786130166527,-0.0342234305992475,-0.0371992649706979
"OCT4",-0.218846006010634,0.0342234305992475,0.135572416901488,-0.029910861487563,-0.145323850935905,0.032925213226481
"OVOL2",-0.113872039781938,0.0864171310127955,-0.0932845245329426,-0.0873373107688408,0.0953824266308447,-0.0338867526714745
