"","miR200","ZEB","GRHL2","miR145","OCT4","OVOL2"
"OVOL2",-0.103013613593949,-0.0882004291215188,0.090632842275096,0.0799416465236948,-0.0774851286825615,0.107619334360572
"ZEB",-0.146715624568804,-0.0674771639180134,-0.0290103650097315,-0.00958361680343688,0.0131434029554776,0.143954865725035
"miR200",0.149298324020423,-0.0290103650097315,0.0340659617480562,0.0131434029554776,-0.00809364254265044,-0.146112446152699
"GRHL2",0.149298324020423,-0.0290103650097315,0.0340659617480562,0.0131434029554776,-0.00809364254265044,-0.146112446152699
"miR145",0.126566018019358,-0.014246447597872,0.0182147939262789,-0.0879490293085832,-0.00814965112744666,-0.135245475612984
"OCT4",-0.0713101302180192,0,0,0.0724726004295126,-0.0724726004295126,0
