"","miR200","OVOL2","miR145","GRHL2","ZEB","OCT4"
"OVOL2",0.433414294877781,0.425322255387667,0.286519954673267,0.271527922280903,-0.268339392428559,-0.271296716373106
"miR145",0.266382438396356,0.260448817196986,0.132180569141267,0.12980991499332,-0.0953516349979751,-0.1817502765423
"miR200",0.24292703049925,0.238474873851025,0.128680997379127,0.12678868038075,-0.0943943141835674,-0.0823485241023112
"GRHL2",0.24292703049925,0.238474873851025,0.128680997379127,0.12678868038075,-0.0943943141835674,-0.0823485241023112
"ZEB",-0.227855387124051,-0.225799088838503,-0.095130338883886,-0.0943943141835674,0.0274979397942642,0.128680997379127
"OCT4",-0.327451165625206,-0.225402126393938,-0.182238263418661,-0.0823485241023112,0.128680997379127,0.225641705101261
