"","OVOL2","ZEB","OCT4","GRHL2","miR145","miR200"
"ZEB",-0.112981978815317,-0.0901188949263156,-0.0187223345315776,-0.00987596236347616,0.0190222432550096,0.120882145489081
"OVOL2",0.237540839674903,-0.0731428183896476,0.080890364475666,0.0730643534492096,-0.0805496795195965,-0.241760963279691
"miR145",0.138376026800852,-0.0246027990493722,-0.187683206896798,0.0241954907751956,0.0883716750551453,-0.0299434473833378
"miR200",0.112943450593395,-0.00987596236347616,0.0194226662676631,0.00971287859772376,-0.0187223345315776,-0.12074062771091
"GRHL2",0.112943450593395,-0.00987596236347616,0.0194226662676631,0.00971287859772376,-0.0187223345315776,-0.12074062771091
"OCT4",-0.12752134992805,0.0187223345315776,0.151765738133646,-0.0194226662676631,-0.150809715189095,-0.0403922086170069
