"","miR200","ZEB","GRHL2","OCT4","miR145","OVOL2"
"ZEB",-0.0874868488352531,-0.087168149932184,-0.0128267073576077,-0.00144500976774542,-0.00143197025803098,0.0268677105179936
"OVOL2",-0.0230431579024041,-0.0747866896545588,0.0747938228309622,0.0674459540288815,0.0674638848160431,-0.0890917965233529
"GRHL2",0.0874160899461677,-0.0128267073576077,0.0128415331544943,0.00140815020268829,0.00144500976774542,-0.0269640310728
"miR145",0.000344763449542623,-0.00799598371989378,0.00800762109915597,0.0105992033223155,-0.0894007966776846,-0.0199893585926935
"OCT4",-0.0713101302180192,0,0,-0.0724726004295126,-0.0724726004295126,0
"miR200",-0.0874160899461677,0.0128267073576077,-0.0128415331544943,-0.00140815020268829,-0.00144500976774542,0.0269640310728
