"","miR200","ZEB","miR145","GRHL2","OCT4","OVOL2"
"OVOL2",-0.115605241660674,-0.0882004291215188,0.0986833888410077,0.090632842275096,-0.0945772385810113,0.107619334360572
"ZEB",-0.126075872307386,-0.0674771639180134,-0.0344543805332014,-0.0290103650097315,0.0403612784338403,0.143954865725035
"miR200",0.127066496754582,-0.0290103650097315,0.0403612784338403,0.0340659617480562,-0.031920438035757,-0.146112446152699
"GRHL2",0.127066496754582,-0.0290103650097315,0.0403612784338403,0.0340659617480562,-0.031920438035757,-0.146112446152699
"miR145",0.00880207207185014,-0.014246447597872,0.0307945425146656,0.0182147939262789,-0.124196722663834,-0.135245475612984
"OCT4",0.139395236600998,0,-0.141119465115981,0,0.141119465115981,0
