"","miR200","ZEB","GRHL2","OCT4","miR145","OVOL2"
"ZEB",-0.100093810451238,-0.0894265353424169,-0.0105271802657086,-0.000131666347548149,0.000196863896120322,0.0257182970548528
"OVOL2",-0.0153525795684302,-0.0734745440950318,0.0735102099770491,-0.0664443254871803,0.0664622562743418,-0.0884165816366591
"GRHL2",0.100199948784866,-0.0105271802657086,0.0106013092501415,0.000168525912605281,-0.000131666347548149,-0.0256990329438915
"OCT4",-0.0135076308701671,0.000131666347548149,-0.000168525912605281,-0.0346201212931278,0.0344289167042177,-0.0172420203191114
"miR145",0.0766698491947412,0.00666894656361769,-0.00661075966730674,-0.00334404520997418,-0.0965412100969679,-0.0110565167878171
"miR200",-0.100199948784866,0.0105271802657086,-0.0106013092501415,-0.000168525912605281,0.000131666347548149,0.0256990329438915
