"","ZEB","OVOL2","GRHL2","OCT4","miR145","miR200"
"ZEB",-0.0984211021426773,-0.0205722067793296,0.000216079652128569,0.00820851979181702,0.00957766831183267,0.0939107282060331
"OVOL2",-0.032561763341078,-0.0553179726271644,-0.0356646950765798,0.0257061512226621,0.0289516236989038,-0.0836679170475889
"OCT4",-0.00820851979181702,-0.0118133275597274,-0.010162076739845,-0.027664103524069,-0.0251784438682372,-0.0187029377710303
"miR200",-0.000216079652128569,0.0233269746467925,-0.00224721382559039,-0.010162076739845,-0.00820851979181702,-0.0940876254287467
"GRHL2",-0.000216079652128569,0.0233269746467925,-0.00224721382559039,-0.010162076739845,-0.00820851979181702,-0.0940876254287467
"miR145",0.0150599486667815,0.00849163768482251,0.0142104199806416,-0.0050381512360058,-0.104120193691542,-0.0721248246040438
