"","ZEB","OVOL2","GRHL2","OCT4","miR145","miR200"
"ZEB",-0.10766427588372,-0.0158499004253171,-0.0077002748551776,-0.00331656240349605,0.00304273269949292,0.0833135433667184
"OVOL2",-0.0300600497322433,-0.0593030668739236,-0.0303382436119779,0.0297632226462257,-0.0303549386225571,-0.0805725678997021
"miR145",-0.00953524733600642,0.021075551791623,-0.00977963230051241,-0.200431137328419,0.0998574138631289,0.00497180170645112
"OCT4",0.00331656240349605,-0.0186467703457296,0.00298482631798185,0.164256620243004,-0.164830234009734,-0.0765267458018899
"miR200",0.0077002748551776,0.0161388620897363,0.00738893312055936,0.00298482631798185,-0.00331656240349605,-0.0834196817003466
"GRHL2",0.0077002748551776,0.0161388620897363,0.00738893312055936,0.00298482631798185,-0.00331656240349605,-0.0834196817003466
