"","miR145","miR200","OVOL2","ZEB","GRHL2","OCT4"
"miR145",0.479401816055904,0.441097162860996,0.227462855187863,-0.465155558687965,-0.454903027557975,-0.563739165453494
"miR200",0.436575169634277,0.397655612967491,0.204739437969733,-0.421385571015975,-0.412831086212417,-0.423711181429338
"GRHL2",0.436575169634277,0.397655612967491,0.204739437969733,-0.421385571015975,-0.412831086212417,-0.423711181429338
"OVOL2",0.253704688688461,0.251969228193133,0.0364420684336991,-0.243222386317597,-0.239106543532805,-0.247446843969077
"ZEB",-0.4460809722161,-0.405845954379131,-0.208399619052376,0.327942526531532,0.421385571015975,0.436575169634277
"OCT4",-0.546531042452902,-0.510264969891589,-0.211347454018553,0.436575169634277,0.423711181429338,0.528366606506439
