"","OVOL2","miR145","GRHL2","miR200","ZEB","OCT4"
"miR200",0.434766570425518,0.414144987079934,0.389132917434834,0.148854370740353,-0.394188514173158,-0.405704146681851
"GRHL2",0.434766570425518,0.414144987079934,0.389132917434834,0.148854370740353,-0.394188514173158,-0.405704146681851
"OVOL2",0.384646707914627,0.24273231352165,0.22756003850103,-0.105494367339764,-0.229992451654607,-0.238626163261653
"OCT4",0,-0.141119465115981,0,-0.139395236600998,0,0.141119465115981
"ZEB",-0.441335632263315,-0.420051884980573,-0.394188514173158,-0.149844995187549,0.297700985245413,0.414144987079934
"miR145",-0.385275839363895,-0.249501374086022,-0.346305536238618,-0.0264281998566767,0.350273882567024,0.142960926581719
