"","OVOL2","miR145","GRHL2","ZEB","miR200","OCT4"
"OVOL2",0.281766760376734,0.131135346842287,0.122790514309523,-0.101897440623811,-0.159410168555313,-0.106372929772178
"miR200",0.200004312551978,0.0885992938397929,0.0862255607169975,-0.0428008016361969,0.0095783782224201,-0.0376962344958931
"GRHL2",0.200004312551978,0.0885992938397929,0.0862255607169975,-0.0428008016361969,0.0095783782224201,-0.0376962344958931
"ZEB",-0.180123750039938,-0.0436781828735652,-0.0428008016361969,-0.018171170593168,0.0194150765803395,0.0885992938397929
"miR145",0.17633210677891,0.0579855761427141,0.0509377815667998,-0.0168518977078448,-0.11080822116248,-0.118341284691194
"OCT4",0,-0.141119465115981,0,0,0.139395236600998,0.141119465115981
