"","OVOL2","ZEB","miR145","GRHL2","OCT4","miR200"
"OVOL2",0.257440386599984,-0.0899758963222689,0.102127797348463,0.0940917391070609,-0.09586995262908,-0.247390540485118
"ZEB",-0.148372489969797,-0.0613151772709949,-0.0372882002070673,-0.0321278672134484,0.0467940027888902,0.129813766398514
"miR145",0.177064702841456,-0.0403703798183789,0.0594083392131117,0.0506229109483684,-0.143745688610702,-0.040770626229057
"miR200",0.15203267105244,-0.0321278672134484,0.0467940027888902,0.0406823520170066,-0.033930014583951,-0.131830394737449
"GRHL2",0.15203267105244,-0.0321278672134484,0.0467940027888902,0.0406823520170066,-0.033930014583951,-0.131830394737449
"OCT4",-0.159893640844589,0.0467940027888902,-0.140214780900456,-0.033930014583951,0.158379216846918,-0.0332629593818128
