"","ZEB","OCT4","GRHL2","miR145","OVOL2","miR200"
"ZEB",-0.0938203447245104,-0.019916804499506,-0.0080361736606786,0.0199559230286493,0.0224309072887258,0.0292768279886622
"OVOL2",-0.0327251020914992,0.0309682540077345,0.0342587350182415,-0.0342854496326224,-0.0725996957880179,-0.0727713118114534
"miR145",-0.0271609896576719,-0.182535339058478,0.0277777707585679,0.0798962111181452,-0.0290996775862359,0.0787842334640593
"miR200",-0.0080361736606786,0.0169311797298783,0.00716145164437022,-0.019916804499506,-0.0231822076162157,-0.0304620393808433
"GRHL2",-0.0080361736606786,0.0169311797298783,0.00716145164437022,-0.019916804499506,-0.0231822076162157,-0.0304620393808433
"OCT4",0.019916804499506,0.144135011613036,-0.0169311797298783,-0.148532717157969,0.023586112327748,-0.144072078672998
