"","miR200","ZEB","GRHL2","miR145","OCT4","OVOL2"
"ZEB",-0.111236881991326,-0.0740813149436455,-0.0255432672111501,0.0125159209334807,0.0129462247540571,0.032595016403756
"OVOL2",-0.0428280128774903,-0.0386946422722624,0.0383736493341071,-0.0316849561470976,-0.0324559799950446,-0.0732633780624764
"miR200",0.111696814770382,-0.0255432672111501,0.0259139121333147,-0.0129462247540571,-0.0127619269287714,-0.0324986958489496
"GRHL2",0.111696814770382,-0.0255432672111501,0.0259139121333147,-0.0129462247540571,-0.0127619269287714,-0.0324986958489496
"miR145",0.000239355821218751,-0.00406849045584309,0.00454562300559289,0.00578799339018549,0.106304344508946,-0.0159827575187664
"OCT4",-0.138020936773194,0.0129462247540571,-0.0127619269287714,-0.0993621753027971,-0.0999357890695275,0.0234156293832116
