"","miR200","ZEB","OCT4","GRHL2","OVOL2","miR145"
"ZEB",-0.11130313138017,-0.0766529824991994,-0.0332925511389693,-0.0225601828389338,0.0309199638941887,0.0325492990852465
"OVOL2",-0.0425844530548366,-0.0376830198042415,0.0396117455272344,0.0379612136839761,-0.0729508287651266,-0.0379083207468865
"miR200",0.111975340826481,-0.0225601828389338,0.0332556915739122,0.0237017691992007,-0.0314786231120657,-0.0332925511389693
"GRHL2",0.111975340826481,-0.0225601828389338,0.0332556915739122,0.0237017691992007,-0.0314786231120657,-0.0332925511389693
"miR145",-0.000229825173386976,-0.0175053915146911,-0.190272789784712,0.0184014697178797,-0.0241906682901068,0.0902727897847119
"OCT4",0.139395236600998,0,0.141119465115981,0,0,-0.141119465115981
