"","ZEB","OVOL2","OCT4","miR200","GRHL2","miR145"
"ZEB",-0.0982612590576575,-0.0200822300513292,-0.012969050763422,-0.0100291574773011,-0.00162045860755208,0.0131124853702808
"OVOL2",-0.0648500296203756,-0.0451847209861136,0.072210461728911,-0.0508858194987829,0.0647715646799376,-0.0720132230701339
"miR145",-0.00432599433843239,0.0159007121019894,-0.201351730149963,0.018954592624895,0.0041979831665483,0.101695964229136
"OCT4",0,0,0.141119465115981,-0.139395236600998,0,-0.141119465115981
"miR200",0.00162045860755208,-0.0198703248307552,-0.0133745059790505,-0.00983457053231614,-0.00145737484179967,0.012969050763422
"GRHL2",0.00162045860755208,-0.0198703248307552,-0.0133745059790505,-0.00983457053231614,-0.00145737484179967,0.012969050763422
