"","ZEB","OVOL2","OCT4","miR145","GRHL2","miR200"
"ZEB",-0.104518843244823,-0.100560988961121,-0.00375494789072046,0.00410701465301019,0.0042771358650335,0.0109997354282858
"miR145",-0.00917419561885452,0.125453433171052,-0.204779185921167,0.104434951841993,0.00881343686172662,0.000114157353528617
"OCT4",0.00375494789072046,-0.114541049800891,0.166642547981912,-0.167216161748643,-0.00401296484612038,-0.0963340370996858
"miR200",0.0042771358650335,0.100368347851508,0.00401296484612038,-0.00375494789072046,-0.0046181291934249,-0.0111943223732708
"GRHL2",0.0042771358650335,0.100368347851508,0.00401296484612038,-0.00375494789072046,-0.0046181291934249,-0.0111943223732708
"OVOL2",0.135016991990394,0.0673616057372106,-0.150469868584437,0.150487799371598,-0.134895727991535,-0.199655839956707
