"","miR145","GRHL2","miR200","OVOL2","ZEB","OCT4"
"miR200",0.414144987079934,0.389132917434834,0.379101416830145,0.19269557063056,-0.394188514173158,-0.405704146681851
"GRHL2",0.414144987079934,0.389132917434834,0.379101416830145,0.19269557063056,-0.394188514173158,-0.405704146681851
"OVOL2",0.24273231352165,0.22756003850103,0.242975889210319,0.0305975235402794,-0.229992451654607,-0.238626163261653
"OCT4",-0.141119465115981,0,-0.139395236600998,0,0,0.141119465115981
"ZEB",-0.420051884980573,-0.394188514173158,-0.384142987677483,-0.194853151058223,0.297700985245413,0.414144987079934
"miR145",-0.249501374086022,-0.346305536238618,-0.228612075316281,-0.172660460877097,0.350273882567024,0.142960926581719
