"","miR145","GRHL2","miR200","OVOL2","ZEB","OCT4"
"miR200",0.26153671221269,0.233330605779422,0.137565362548885,0.116356110393362,-0.233345431576308,-0.261352414387405
"GRHL2",0.26153671221269,0.233330605779422,0.137565362548885,0.116356110393362,-0.233345431576308,-0.261352414387405
"OCT4",-0.141119465115981,0,-0.139395236600998,0,0,0.141119465115981
"ZEB",-0.261601909761263,-0.233345431576308,-0.137600741993427,-0.116356110393362,0.133350574286517,0.26153671221269
"OVOL2",-0.166251318849132,-0.150543975125294,-0.134421617716084,-0.122915735564501,0.150551108301698,0.166161664913325
"miR145",-0.132211032783434,-0.225238739887962,-0.0176376549002044,-0.112716184674701,0.225250377267224,0.0320962880903765
