"","miR145","GRHL2","OVOL2","ZEB","miR200","OCT4"
"miR145",0.327317014181259,0.296957415297711,0.148715981195761,-0.2978534935009,-0.142958149511651,-0.424964747973572
"miR200",0.275744898063651,0.247988026980099,0.123572691599814,-0.248536581464903,-0.213117693638066,-0.274381094156537
"GRHL2",0.275744898063651,0.247988026980099,0.123572691599814,-0.248536581464903,-0.213117693638066,-0.274381094156537
"ZEB",-0.276488150117374,-0.248536581464903,-0.123765332709427,0.148870857628441,0.213418418916679,0.275744898063651
"OVOL2",-0.173232200755429,-0.157709168765704,-0.126425173750559,0.157973096292632,0.0310629714406407,0.172568761630451
"OCT4",-0.403461537830643,-0.274381094156537,-0.137020162576469,0.275744898063651,0.0626333140903945,0.400593468996991
