"","OVOL2","ZEB","OCT4","GRHL2","miR200","miR145"
"OVOL2",0.324824643959684,-0.165717046165764,0.180562682603096,0.165510184050064,-0.154510949628409,-0.181154398579427
"ZEB",-0.131957922480321,-0.0696697631577805,-0.0397710829203165,-0.030283952450345,0.00319404343841086,0.0398623594883176
"GRHL2",0.131803809592631,-0.030283952450345,0.0394393468348023,0.0302394750596852,-0.00307021538251133,-0.0397710829203165
"miR145",0.125222915461133,-0.0230416977660909,-0.186095367961297,0.0230067856283044,0.00853013123873808,0.085865878575181
"OCT4",0,0,0.141119465115981,0,-0.139395236600998,-0.141119465115981
"miR200",-0.131803809592631,0.030283952450345,-0.0394393468348023,-0.0302394750596852,0.00307021538251133,0.0397710829203165
