"","ZEB","OVOL2","miR200","OCT4","GRHL2","miR145"
"ZEB",-0.0745783216996439,-0.021210854203114,-0.020471875934814,-0.00720080601569078,0.00812674386991122,0.00830317103477212
"OVOL2",-0.0287650480860585,-0.04053158342028,-0.0415916346639589,0.0206376371905697,-0.0527539203308691,0.0419573431256602
"miR200",-0.00812674386991122,0.0441158821360749,0.0433093073871402,-0.0109709595574755,-0.0287790789329209,0.00720080601569078
"GRHL2",-0.00812674386991122,0.0441158821360749,0.0433093073871402,-0.0109709595574755,-0.0287790789329209,0.00720080601569078
"OCT4",0,0,0.0713101302180192,-0.0724726004295126,0,-0.0724726004295126
"miR145",0.00448118642807315,0.0307267652105854,0.0166806025438216,-0.00932675692457841,-0.0117296828841577,-0.0952131596784511
