"","ZEB","miR200","OVOL2","GRHL2","miR145","OCT4"
"ZEB",-0.0790793437659452,-0.0325213964988539,-0.0291566471159772,-0.0195578380288607,-0.00823467752647456,0.0101254064350676
"GRHL2",-0.0195578380288607,0.0339896434473769,0.0306785118819182,0.0218261849525078,0.0101254064350676,-0.00787697296658252
"OCT4",-0.0101254064350676,-0.081357543177648,0.0208935609208392,0.00787697296658252,0.0419251554592788,-0.04364599675947
"miR145",-0.00104413519619969,0.00966855576575034,0.0152966376253493,0.00263845615511974,-0.0878023477876888,-0.0101322477372682
"miR200",0.0195578380288607,-0.0339896434473769,-0.0306785118819182,-0.0218261849525078,-0.0101254064350676,0.00787697296658252
"OVOL2",0.036549435605792,-0.0724359102780367,-0.0727446907473724,-0.0377121433595547,-0.0313854089672266,0.0311523087341264
