"","ZEB","OVOL2","GRHL2","miR200","OCT4","miR145"
"ZEB",-0.0793906826959305,-0.0216288241271711,-0.00701713422358613,-0.00571487013239404,-0.00346273925762065,0.00896391350023566
"OVOL2",-0.0299663495217109,-0.0430000738481671,0.0498750448637467,-0.0505043833845234,0.0216959289100197,0.0397163700073838
"miR200",-0.00701713422358613,0.0404883887582634,0.0236961557209916,0.0215117921207188,-0.0114653845905179,0.00346273925762065
"OCT4",0.00346273925762065,-0.00935971739403693,0.0114653845905179,-0.0345557904634619,-0.0325033599497074,-0.0185454249592677
"GRHL2",0.00701713422358613,-0.0404883887582634,-0.0236961557209916,-0.0215117921207188,0.0114653845905179,-0.00346273925762065
"miR145",0.0181753540140909,0.0162663286851964,-0.0090865608103204,-0.0875806746044715,-0.0143779857590688,-0.106345857245013
