"","ZEB","OVOL2","miR145","miR200","GRHL2","OCT4"
"ZEB",-0.0992053824297205,-0.020505221913923,-0.00777615446598403,-0.00670923667095362,-0.000197925499918505,0.0097190414134348
"OVOL2",-0.0326656731595295,-0.0557364652755647,0.035586772974002,-0.0615859639778139,-0.0351979507827551,-0.0306916680788971
"OCT4",-0.0097190414134348,0.0210627638999977,-0.164996902116249,0.111397199687583,-0.00673341664380709,0.159069559860035
"miR200",0.000197925499918505,0.0227205946744701,0.0097190414134348,0.00835438084219014,-0.00135878317317267,-0.00673341664380709
"GRHL2",0.000197925499918505,0.0227205946744701,0.0097190414134348,0.00835438084219014,-0.00135878317317267,-0.00673341664380709
"miR145",0.0125726129319319,-0.027036256500232,0.0986351358801435,-0.0183513304050193,0.0148186271295346,-0.202880689523287
