"","miR200","ZEB","miR145","OVOL2","GRHL2","OCT4"
"OVOL2",0.132193266495096,-0.0899758963222689,0.102127797348463,-0.0295493379144917,-0.0940917391070609,-0.09586995262908
"ZEB",-0.129813766398514,-0.0613151772709949,-0.0372882002070673,-0.0354536895989959,0.0321278672134484,0.0467940027888902
"miR145",0.161809702165567,-0.0403703798183789,0.0594083392131117,0.0497510385847096,-0.0506229109483684,-0.143745688610702
"miR200",0.131830394737449,-0.0321278672134484,0.0467940027888902,0.0458370454071254,-0.0406823520170066,-0.033930014583951
"GRHL2",0.131830394737449,-0.0321278672134484,0.0467940027888902,0.0458370454071254,-0.0406823520170066,-0.033930014583951
"OCT4",-0.245527513820183,0.0467940027888902,-0.140214780900456,-0.0328079468012451,0.033930014583951,0.158379216846918
