"","ZEB","OVOL2","miR145","GRHL2","OCT4","miR200"
"ZEB",-0.0926524295527262,-0.0216219476722323,-0.0113730074282004,0.00380424311376903,0.0168626410179774,0.0820849289062839
"OVOL2",-0.0323100239082538,-0.0526221848853446,0.0393155522083791,-0.0388368803174128,-0.0293998269080384,-0.0798124152885986
"miR145",-0.0159033662700798,0.0319751575336084,0.0342681739608803,-0.0218733418315833,-0.125145970862774,0.00670699257159037
"miR200",-0.00380424311376903,0.0276130861811901,0.0168626410179774,-0.00868193028945472,-0.00945386844149379,-0.0815896166826858
"GRHL2",-0.00380424311376903,0.0276130861811901,0.0168626410179774,-0.00868193028945472,-0.00945386844149379,-0.0815896166826858
"OCT4",0.0168626410179774,-0.0211478464828118,-0.119461287748107,0.00945386844149379,0.130742358493805,-0.0775035684774116
