"","ZEB","miR200","OVOL2","miR145","GRHL2","OCT4"
"ZEB",-0.100445635616647,-0.0252962860385598,-0.0190359731636824,-0.0112076033912427,-0.000317067861440097,0.0111163268232417
"OVOL2",-0.0637349631144817,-0.0419382685537719,-0.0456542657835983,0.0708861159889969,-0.0636279654684299,-0.0707964620531892
"OCT4",-0.0111163268232417,-0.146789906502924,0.022005017415567,-0.155804358543392,-0.010932028997956,0.155230744776662
"miR200",-0.000317067861440097,-0.0253493552053739,-0.0190167090527211,-0.0111163268232417,-0.000539454814738837,0.010932028997956
"GRHL2",0.000317067861440097,0.0253493552053739,0.0190167090527211,0.0111163268232417,0.000539454814738837,-0.010932028997956
"miR145",0.0182046675042924,0.0844456639026999,-0.0244219259084863,0.0904567518479895,0.0182163048835545,-0.190686241234105
