"","miR145","GRHL2","OVOL2","ZEB","miR200","OCT4"
"miR200",0.233400694898552,0.205626691094552,0.103366048523291,-0.205582213703892,-0.184987088703659,-0.233068958813038
"GRHL2",0.233400694898552,0.205626691094552,0.103366048523291,-0.205582213703892,-0.184987088703659,-0.233068958813038
"OVOL2",0.0761948732031436,0.0687222769283556,-0.0431479170126536,-0.0685154148126555,-0.101740796026625,-0.0756031572268122
"OCT4",-0.141119465115981,0,0,0,-0.139395236600998,0.141119465115981
"ZEB",-0.233309418330551,-0.205582213703892,-0.1032119356356,0.105628498095766,0.185110916759558,0.233400694898552
"miR145",-0.109004745473525,-0.202469881715531,-0.102126300936838,0.202434969577745,0.198697791871538,0.00877525608740931
